담당자,부위,증상,질환명,진료과,TAG
정의석,전신,"진전 - 환자가 의도하지 않는데도 신체 일부가 떨리는 증상. 처음에는 손이나 발에서 시작. 주로 가만히 있을 때 더 심하다. 
서동 - 평균적인 사람들보다 몸의 움직임이 느려지는 것. 행동이 느려지면서 표정도 무표정. 목소리와 글씨도 작아진다.
강직 - 팔, 다리 등의 관절이 뻣뻣해지는 것. 보행장애가 생기고, 자세도 점차 불안정해짐. 허리를 앞으로 숙인 상태로 발을 끌면서 종종걸음을 걷게 되고, 저절로 걸음이 빨라지다가 앞으로 넘어지기도 함.
후각이 둔해져서 냄새를 잘 맡지 못하거나, 렘수면 장애가 생기면서 심한 잠꼬대를 하거나 팔다리를 움직이기도 함.
자율신경계에도 이상이 생기면서 땀이 많이 나거나 변비가 생김. 우울 장애나 불안 장애도 나타남.",파킨슨병,"신경과
퇴행성뇌질환센터","진전, 서동, 강직, 보행장애, 종종걸음, 렘수면장애,
잠꼬대, 도파민, 뇌심부자극술, DBS, 레보도파, 
알츠하이머, 루게릭병"
정의석,전신,"38도 잇아의 고열, 기침, 목 아픔, 감기와 다르게 전신 증상이 나타남.
몸살, 두통, 근육통. 식욕이 없고 기운을 차리기도 힘듦.
합병증 가능성. 바이러스성 폐렴, 세균성 폐렴.
근육, 귀, 심장에 염증. 길랭-바레증후군, 뇌염같은 신경계 질환.",인플루엔자(독감),"감염내과
가정의학과
소아청소년과
소아호흡기알레르기과","고열, 두통, 기침, 몸살, 인후통, 근육통, 폐렴,
길랭-바레증후군, 뇌염, 예방접종, 독감, 코로나"
정의석,전신,"모기에 물린 지 10~15일 후 발현. 비특이적인 근육통, 두통, 설사. 열발작이 주기적으로 나타남.
열대열 말라리아는 매일 열이 나거나 불규칙한 양상.
삼일열 말라리아는 48시간을 주기로 발열 발작.",말라리아,감염내과,"말라리아, 학질, 열대국가방문, 모기매개질환, 발열발작, 삼일열 말라리아, 열대열 말라리아, 열대국가, 모기, 모기매개질환"
정의석,전신,"전신 알레르기 반응. 알레르기의 원인이 되는 물질에 노출되고 나서 수 분 내로 급격하게 증상이 시작.
피부에 두드러기가 나면서 가려움증. 입술이나 혀, 목젖이 부어오르고, 목이 부으면서 호흡을 하기 어려움.
배가 아프거나 구토. 혈압이 갑자기 떨어지면서 의식을 잃음.",아나필락시스 쇼크,"알레르기내과
응급의학과
알레르기-천식센터
응급의학과
호흡기내과
호흡기-알레르기내과","호흡곤란, 기침, 두드러기, 피부 발진, 가려움, 구토, 복통, 음식물 알러지, 아나필락틱쇼크, 아나필락시스쇼크, 에피네프린 주사, 에피펜, 젝스트, 음식물 의존성 운동 윱라성 아나필락시스, 피부반응검사, MAST"
정의석,전신,"마르고 키가 크며 얼굴이 좁고 길고, 팔다리와 손가락, 발가락이 지나치게 길게 자라거나 갈비뼈가 필요 이상으로 자라 가슴이 움푹 패인 체형.
기흉, 탈장, 척추측만증, 평발, 안구 돌출, 수정체 이상
75%(프로) 이상 전 부위 대동맥 확장증, 대동맥 박리 발생.
대동맥판막폐쇄부전, 일상 생활 숨차는 증상, 승모판막 탈출증.
",마르팡 증후군,"소아청소년과
심장내과
소아심장과
심장혈관센터
임상유전과","긴 팔다리, 판막질환, 수정체탈구, 부정교합, 녹내장,
탈골, 오목가슴, 심부전, 복부대동맥류, 척추측만증, 치아얼굴이상, 녹내장, 백내장, 결합조직질환, 말판증후군, 마르판증후군, 엘러스-단로스증후군, FBN1, 대동맥박리, 대동맥, 승모판막"
정의석,전신,"생후 24시간 이내 발생한 황달. 빌리루빈 수치가 일반적인 증가 속도보다 빠르게 증가. 구토/기면/식이감소/비정상적인체중감소/무호흡/빈맥 동반.
정상 만삭 출생아에서 황달이 2주 이상 지속. 직접 빌리루빈이 2mg/dL이상.",신생아 황달,"소아청소년과
소아소화기영양과
신생아과","노란얼굴, 까만얼굴, 노란눈, 회색변, 광선치료, 교환수혈, 빌리루빈, 모유수유, Rh-, 용혈성빈혈, 담도폐쇄증, 담도폐쇄, 담즙농축, 담관낭종, 모유황달, 생리적 황달, 핵황달, 빌리루빈, 병적황달"
정의석,전신,빈혈. 쉽게 피로를 느낌. 전신쇠약감. 호흡곤란. 발열. 구내염. 폐렴. 쉽게 멍이 듦. 코피. 잇몸출혈. 장기가 부음. 뼈 통증. 두통. 구토.,급성 림프모구성 백혈병,"소아청소년암센터
혈액암센터
방사선종양학과
혈액종양내과
종양내과","빈혈, 피로감, 감염, 코피, 복부팽만, 다운증후군, 급성 림프루성 백혈병, 급성 림프성 백혈병, ALL, 관해유도요법, 공고요법, 유지요법, 조혈모세포이식"
정의석,전신,"손발에 뻣뻣한 느낌이 30분 이상 지속. 관절이 붓거나 아프면서 발열. 손가락, 발가락의 관절, 손목, 발목, 팔꿈치, 무릎 등이 붓거나 통증.
증상이 좌우 대칭적으로 나타나며, 3군데 이상의 관절이 붓고, 6주이상 이어짐.
관절 증상이 나타나기 전 피로나 식욕부진, 쇠약감을 경험. 심장이나 혈관의 염증, 간질성 폐질환 등 관절이 아닌 곳에서도 병이 발생.
무릎이나 팔꿈치, 손가락에 멍울. 눈물과 침 분비가 줄어들고 안구와 구강이 건조. 쇼그렌증후군",류마티스관절염,"류마티스내과
척추류마티스통증센터","관절통증, 관절 굳어짐, 조조강직, 관절 뻣뻣함, 쇼그렌 증후군, 루푸스, 교원질환, 강직척추염, 무릎관절증, 관절염, 골관절염, 자가면역질환, RA, rheumatold factor, ESR, CRP"
정의석,전신,창백한 피부. 피곤함. 호흡곤란. 가슴 통증. 두근거림. 수족냉증. 어지러움. 두통. 현기증. 주의력저하. 기억력저하. 스푼형손톱. 이식증. 심부전. 성장 및 발달 지연.,철결핌성빈혈,"혈액내과
소아혈액종양과
혈액종양내과","빈혈, 철결핍성빈혈, 철분부족, 어지러움, 창백, 철분제, 철결핍성빈혈, 철분결핍성빈혈, 임산부 빈혈, IDA, iron deficiency anemia"
정의석,전신,심근경색. 뇌졸중. 급성 췌장염,이상지질혈증,"내분비내과
심장내과
심장혈관센터","흡연, 운동부족, 갑상선기능저하증, 이상지질혈증, 고지혈증, 중성지방, LDL 콜레스테롤, HDL 콜레스테롤, HDL, LDL, 죽상경화증, 대사증후군, 뇌경색, 심근경색"
정의석,전신,"비만. 중심성 비만. 목, 가슴, 배에만 지방이 몰리고 팔다리는 가늘어보이는 비만. 목 뒤 지방 축적. 버팔로 혹. 피부가 얇아지고 쉽게 멍. 상처도 잘 낫지 않음. 튼 살처럼 보라색 선. 근육이 약해져서 움직이기가 쉽지 않음. 혈압이나 혈당 상승.",쿠싱증후군,"내분비내과
내분비, 당뇨병센터","얼굴 부음, 목 뒤 살찜, 복부비만, 안면 홍조, 고혈압, 고혈당, 골다공증, 다모증, 버팔로 혹, 중심성 비만, 월상안, 당질코르티코이드, 코르티솔, 코티솔, 코티졸, 스테로이드"
정의석,전신,천천히 장기를 망가트림. 뇌출혈. 만성 신부전. 만성 심부전. 죽상경화증. 시력,본태성(원발성)고혈압,"심장내과
심장혈관센터","과체중, 비만, 가족력, 흡연, 음주, 이상지질혈증, 2형 당뇨병, 일차성 고혈압, 뇌출혈, 만성 신부전, 심부전, 죽상경화증, 망막"
정의석,전신,젊은 나이에 암 진단. 여러 장기의 암. 양측성 암. 유전 가능성이 알려진 희귀암 진단. 한 가족 내에 같은 암으로 두 명 이상 진단. 의료진으로부터 유전자 검사 권고.,유전성 암 증후군,암예방센터,"BRCA, 브라카, 가족성암, 유전성암, 가족성 대장암, 유전성 대장암, 유전성 유방암-난소암 증후군, 암 고위험군, 암 생존자, 암 경험자, 연세암병원, 암예방센터"
정의석,전신,"고열, 권태감, 근육통, 관절통, 식욕불량, 체중감소, 피로감",ANCA 관련 혈관염,"류마티스내과
혈관염클리닉","전신성 혈관염,  헤노흐쇤라인자반증,  타카야수동맥염, 현미경적 다발혈관염, 웨게너 육아종증, 육아종증 다발혈관염, 척-스트라우스 증후군, 호산구성 육아종증 다발혈관염, ANCA ANCA연관혈관염, 항호중구 세포질 항체, 항호중구"
정의석,전신,"발열, 피로, 관절통, 체중감소, 비특이적인 혈관 침범.
혈관 부위 통증, 촉지시 압통. 양팔의 혈압 차이. 혈관 청진시 잡음.
협심증, 심근경색, 고혈압, 심부전. 현기증, 실신, 뇌졸증",타카야수동맥염,"류마티스 내과
혈관염클리닉","혈관염, 혈관염클리닉, 전신성 혈관염, 앙카 연관 혈관염, 헤노흐쇤라인자반증, 다카야수동맥염, 다카야수, 타까야수동맥염, 대동맥궁증후군"
정의석,전신,증상이 거의 없음. 당뇨 고위험군은 반드시 검사 필요.,임심성 당뇨,"내분비내과
산부인과
당뇨병센터","거대아, 신생아 호흡곤란, 임신성 고혈압, 자간전증, 자간증, 양수과다증, 조산, 유산, 난산, 신생아 저혈당, 비만, 대사증후군, 임신중 당뇨병, 임신성 당뇨, 임당, 2형 당뇨병, 태반호르몬, 산전검사, 당부하검사, 임당검사"
정의석,전신,"주로 낙상하기 이전에 사람들은 아무런 증상이 없습니다. 환경적 위험이나 위험 상황이 낙상을 유발하는 경우 거의 또는 전혀 경고가 없습니다. 그러나 만일 낙상이 일부 또는 온전히 사람의 신체 상태에 의한 것이라면, 낙상 이전에 증상이 발견될 수 있습니다. 다음과 같은 증상이 포함될 수 있습니다

어지러움

불규칙적이거나 빠르고 세게 뛰는 심박동(두근거림)

낙상 이후, 부상은 흔하며 사람들이 노화함에 따라 더 심각해집니다. 모든 낙상의 반 이상이 타박상, 인대 염좌 또는 근육 좌상과 같은 최소한 가벼운 부상을 초래합니다. 더 심각한 부상은 부러진 뼈, 찢어진 인대, 깊은 자상, 신장 또는 간과 같은 기관의 손상을 포함합니다. 낙상의 약 2%가 고관절 골절을 유발합니다. 다른 뼈(위팔, 손목 및 골반)의 골절도 낙상의 약 5%에서 발생합니다. 낙상의 일부는 의식 상실 또는 두부 손상으로 인한 것입니다.

만일 사람들이 바로 일어나지 못하거나 도움을 부르지 못하면 낙상은 더 많은 문제를 초래합니다. 이와 같은 상황은 겁에 질리게 할 수 있으며 사람들을 무기력하게 만들 수 있습니다. 바닥에서 때로는 몇 시간 동안 일어나지 못하면 다음과 같은 문제가 발생할 수 있습니다.

탈수

체온 저하(저체온증)

폐렴

횡문근융해증(신장 손상이나 신부전을 일으킬 수 있는 근육 파괴)

압박 궤양

낙상으로 인한 영향들은 오래 갈 수 있습니다. 넘어지기 이전에 걸을 수 있었으며 고관절이 골절된 약 절반 이상의 사람들이 치료와 재활을 받은 이후에도 이전처럼 잘 걷지 못합니다. 넘어진 적이 있는 사람들은 낙상에 대해 공포가 생겨 자신감을 빼앗길 수 있습니다. 그 결과, 그들은 집안에만 있고 쇼핑, 친지 방문 및 청소 같은 활동들을 포기할 수 있습니다. 사람들이 덜 활동적이 되면, 관절이 경직되고 근육이 약해질 수 있습니다. 경직된 관절과 약한 근육은 낙상의 위험을 더 증가시키고 활동적이고 독립적으로 남는 것을 더 어렵게 할 수 있습니다. 많은 사람들이 요양원이나 개호 생활 시설로 이주를 결정하는 데 낙상이 중요한 요인으로 보입니다. 이러한 이유들 때문에 낙상은 삶의 질을 상당히 저하시킵니다.

낙상은 심각할 수 있고 사망을 초래하기도 합니다. 즉시 사망이 발생할 수 있습니다(예: 단단한 표면에 머리를 세게 부딪혀 뇌 주변에서 조절되지 않는 출혈이 발생할 때). 더 일반적으로, 사망은 낙상으로 인한 심각한 부상의 합병증으로 인해 발생합니다.",낙상,"정형외과, 노년내과, 외상외과
","타박상, 염좌, 골절, 뇌출혈, 뇌손상, 욕창, 골절, 치매, 와상, 인지능력, 노인"
정의석,전신,"손, 겨드랑이, 발 등 여러 부위에서 동시에 많은 땀이 나는 질환. 수족냉증",다한증,"흉부외과, 마취통증의학과 ","불안장애, 습진, 폐경기, 결핵, 갑상선기능항진증, 땀과다, 겨드랑이땀, 손바닥땀, 액취증, 교감신경, 전기이온영동치료, 보상성 다한증"
정의석,전신,"피부 염증. 얼굴, 팔다리, 엉덩이, 관절부위 피부 발진.
쉬운 감염. 미각, 식욕 떨어짐. 어린이의 경우 성장 부진. 성인의 경우 기능 장애
임산부 경우 태아의 성장 문제.",아연 결핍,가정의학과,"피부염, 발진, 감염, 식욕 부진, 성장 부진, 염증성 장질환, 위암, 장병성 말단피부염, 알코올 중독, 만성 신부전"
정의석,전신,뼈와 근육이 약해짐. 심근병증. 갑상선기능저하증. 고이터. 갑상선종. 생식능력 저하. 암 발생위험 증가.,셀레늄 결핍,가정의학과,"뼈 변형, 근육 쇠약, 성기능 저하, 갑상선종, 고이터, 단장 증후군, 흡수 장애, 경관유동식"
정의석,전신,신경계 문제. 걷기가 힘들어지고 몸을 자유롭게 움직이기 힘들다. 감각이 둔해지고 근육이 약해짐. 용혈성빈혈,비타민E 결핍,가정의학과,"보행 이상, 시력 저하, 용혈성 빈혈, 크론병, 염증성 장질환, 셀리악병, 단장 증후군, 낭포성 섬유증"
정의석,전신,"괴혈병. 흡수장애. 잇몸, 피부, 관절, 장기에 출혈. 피부, 머리카락 건조. 피로를 심하게 느낌. 우울감. 철결핍성빈혈. 뼈성장 문제 ",아스코르브산(비타민C) 결핍,가정의학과,"잇몸 출혈, 멍, 피로, 철결핍빈혈, 관절통, 괴혈병, 비타민C결핍, 아스코르빈산, 과일, 채소"
